,,Rocket Cow,Rocket Cow,Rocket Cow,Rocket Cow,Rocket Cow,Rocket Cow,Rocket Cow,Rocket Cow,Rocket Cow,Rocket Cow,Rocket Cow,Rocket Cow,Rocket Cow,Rocket Cow,Rocket Cow,Rocket Cow,Rocket Cow,Rocket Cow,Rocket Cow,Rocket Cow,Rocket Cow,Rocket Cow,Rocket Cow,Rocket Cow,CEA,CEA,CEA,CEA,CEA,CEA,CEA,CEA,CEA,CEA,CEA,CEA,CEA,CEA,CEA,CEA,CEA,CEA,CEA,CEA,CEA,CEA,CEA,CEA
13,exit,4.0,101325.00000000051,2663.7438714696523,0.11252854532133905,8.886634028231482,-4837714.045411967,-5738152.238322526,-36835590.1149709,12012.369662217157,24.596467606599113,7478.745391703038,6890.470555067832,1.0853751325012977,0.6946094415573351,790.8557835247204,2607.9861581091923,3.2976760269562755,4.6167840820251875,265.9405768645962,301.1474901083818,,1.4727455002816423,1.6490317073548668,-1.5625689309201647,4.0,1.0133,2664.7,0.1125,8.88888888888889,-4838700.0,0,0,0,24.6,7466.2,6572.463128287744,1.135982029,1.1063,998.18,2608.344158,2.6131,4.8243,265.8919469928644,301.0907237512742,0.0,1.4771,-1.02683,1.6477
14,chamber,1.0,3000000.000000003,1207.9408522981112,3.949633161853561,0.2531880706436798,-2983866.7077488066,-3743430.9196798466,-20584031.065384828,14570.385896090569,13.222554332621236,13329.885234943204,11329.735514135722,1.1765398422859883,0.6592481326530769,707.6307570658896,0.0,0.0,,,,1353.4424374358387,,2.382597631564315,-1.7846692072545183,1.0,30.0,1210.3,3.9381,0.2539295599400726,-2984000.0,0,0,0,13.098,14083.0,10861.170795064294,1.2966373759999998,1.1597,939.9,0.0,0.0,,0.0,0.0,1365.0,0.0,-1.11808,2.3922
14,throat,1.0,2176460.897847135,1166.0317970156095,3.004159543184804,0.3328718017884858,-3221917.0220673042,-3946399.4826558656,-20211450.271697097,14570.385896090926,13.381866801838493,14200.14193408289,12092.115854602233,1.174330622103521,0.657167384781308,690.0045245829275,690.0045245829275,1.0,,,,,,2.462274349189909,-1.7869581621040345,1.0,17.24,1143.1,2.4372,0.41030690956835714,-3390600.0,0,0,0,13.006,15595.0,12106.322611172893,1.288169868,1.1497,901.79,754.39,1.0,1.0,91.9255861365953,171.88583078491334,0.0,0.66067,-1.12044,2.5133
14,exit,1.0,101325.00001759197,881.2507323051962,0.2064668230356323,4.843393167469908,-5047101.827514573,-5537858.640293665,-17887265.067962904,14570.385895579042,14.930258898453472,20713.73084824088,18015.444093535778,1.149776310852825,0.6455671315060173,562.8645200159935,2031.3715168652761,3.608988388196072,4.942370490361974,207.14224703290893,231.77745897609776,,1.5008924359678026,2.9376266575409513,-1.7810329162368577,1.0,1.0132,888.51,0.2001,4.997501249375312,-5086600.0,0,0,0,12.598,18145.0,14594.979834322683,1.2432357019999998,1.1239,754.39,2050.6583370000003,2.7183,5.3561,209.0417940876656,234.20998980632007,0.0,1.5024,-1.10618,2.625
15,chamber,1.5,2999999.999999991,1669.0174656842537,2.8913371500111755,0.34586073782372106,-2468217.187821553,-3505799.401292713,-27186812.808935095,14810.267794878684,13.374345808272956,2838.419925511127,2523.270087007318,1.1248973861841272,0.5628376040891153,764.1925719840443,0.0,0.0,,,,1607.8496504666714,,1.0065668584553762,-1.9986180347786777,1.5,30.0,1668.9,2.8915,0.34584125886218225,-2468300.0,0,0,0,13.374,2839.4,2209.753055084187,1.284939959,1.2839,1154.1,0.0,0.0,,0.0,0.0,1533.0,0.0,-1.00081,1.0067
15,throat,1.5,2282627.360729797,1571.3554308472992,2.337252190316982,0.42785284538095925,-2743364.4723352715,-3719993.083567944,-26015559.20410174,14810.26779486659,13.377629775889638,2848.8072534174507,2530.7143550802443,1.1256929284408,0.5634718494792156,741.823921038943,741.823921038943,1.0,,,,,,1.0111680470179034,-1.9977802431145633,1.5,16.464,1462.4,1.8124,0.5517545795630103,-3051200.0,0,0,0,13.386,2914.4,2265.0262319360827,1.2866959150000001,1.2835,1079.8,802.18,1.0,1.0,110.07135575942914,195.82059123343527,0.0,0.70437,-1.00249,1.0237
15,exit,1.5,101324.99999887246,958.6053181416743,0.18129771202875297,5.515789409639128,-5009844.798475505,-5568732.16040097,-19207046.26968789,14810.267794815378,14.260991795901054,12909.341853646429,11473.116934885074,1.12518175548219,0.6020877007192216,580.0855167151951,2254.607553723686,3.886681340521439,4.241731046843888,229.90598764345484,255.1834024755373,,1.4022502371843637,2.145608417114241,-1.8688004324587737,1.5,1.0132,959.2,0.18123,5.517850245544336,-5010300.0,0,0,0,14.265,12921.0,10423.490250491128,1.23960398,1.151,802.18,2254.767544,2.8108,4.789,229.84709480122325,255.11722731906215,0.0,1.4709,-1.07698,2.148
16,chamber,2.0,3000000.0,2545.0991355452534,2.269781151512127,0.4405711093925512,-2124450.840162332,-3446164.1683399854,-38446152.84864453,14271.232700214943,16.01037923341637,2959.4145242578365,2687.902955102123,1.1010124151395926,0.5501157969363458,852.6988805269067,0.0,0.0,,,,1828.998515965905,,1.0229324054333961,-2.001419376195429,2.0,30.0,2545.1,2.2698,0.4405674508767292,-2124500.0,0,0,0,16.01,2957.7,2414.945827589328,1.2247479700000001,1.2235,1271.7,0.0,0.0,,0.0,0.0,1757.1,0.0,-1.00102,1.0228
16,throat,2.0,2292807.320170008,2423.6823897434256,1.8229157749033598,0.5485716969304377,-2471136.4695323273,-3728905.6718925186,-37060071.84629076,14271.232700758315,16.02171256060629,2863.174172244711,2595.6710877305986,1.1030573888111497,0.5512506562282291,832.6740647964914,832.6740647964914,1.0,,,,,,1.0156083592954612,-2.0010087540910995,2.0,16.726,2285.1,1.4112,0.7086167800453514,-2856400.0,0,0,0,16.03,2771.9,2243.60087296382,1.2354693,1.235,1209.8,921.22,1.0,1.0,123.32313965341487,223.190621814475,0.0,0.68855,-1.00038,1.0094
16,exit,2.0,101325.000000056,1305.9036462151223,0.1497134505462239,6.679426573574636,-5408142.113421706,-6084935.01098953,-24044996.932619356,14271.232700216835,16.043145677777357,2559.6616982635173,2300.4184913087574,1.1126939328362253,0.5563575737100787,613.6276186703532,2562.6904898014404,4.17629587037565,3.9562585320909904,261.3217041294877,288.25186573988617,,1.4011441056025506,1.0002123701026997,-1.9999618687963738,2.0,1.0132,1305.8,0.14972,6.6791343841838104,-5408100.0,0,0,0,16.043,2559.8,2041.266989652233,1.25402508,1.254,921.22,2562.649796,2.7818,4.4499,261.22324159021406,288.14475025484194,0.0,1.4584,-1.00002,1.0002
17,chamber,2.5,3000000.0,3114.5490112204648,2.1297972702043637,0.46952825698008593,-1878903.450599519,-3287488.221539777,-44187357.462099224,13584.134929031265,18.384268991430837,4208.56270389748,3890.9591688643723,1.0816260261928692,0.5417166243114058,873.5294998854997,0.0,0.0,,,,1900.5193888758276,,1.184135051466611,-1.996663897047207,2.5,30.0,3115.2,2.1294,0.46961585423123886,-1878900.0,0,0,0,18.385,4200.0,3572.6389183045612,1.175601592,1.1647,1280.9,0.0,0.0,,0.0,0.0,1847.4,0.0,-1.00936,1.1832
17,throat,2.5,2300390.960834062,3009.3759264830087,1.696149481736287,0.5895706780373721,-2245958.7245609635,-3602201.7830909435,-43125727.36197561,13584.134928995041,18.449011397583607,3943.8496044494923,3644.8936303559576,1.0820204934387452,0.541264699532307,856.7884753940184,856.7884753940184,1.0,,,,,,1.1515583969290504,-1.9990597841937436,2.5,17.084,2891.9,1.3154,0.7602250266078759,-2641000.0,0,0,0,18.513,3656.7,3098.5870283844533,1.18011854,1.1735,1234.6,994.55,1.0,1.0,125.8511722731906,233.0886850152905,0.0,0.66828,-1.00564,1.118
17,exit,2.5,101325.00001897367,1816.12236931515,0.12557950078108934,7.963083097003258,-5586757.986052721,-6393617.381007665,-30257209.29872704,13584.134929177384,18.714638069630354,2418.116369893936,2195.195409634778,1.1015494836043984,0.5507353212041954,666.6078067703182,2723.1799556596334,4.085130609035777,4.249547090992513,277.6870751642644,307.90056159820637,,1.432860917704405,1.0017967457319565,-2.000143156236711,2.5,1.0132,1815.9,0.12559,7.962417389919579,-5586900.0,0,0,0,18.714,2417.9,1972.0676465774206,1.22607356,1.226,994.55,2723.1773550000003,2.7381,4.7482,277.59429153924566,307.79816513761466,0.0,1.4741,-1.00006,1.0018
18,chamber,3.0,3000000.000000005,3372.362597587019,2.167957622184565,0.4612636288491375,-1694742.9065850468,-3078533.7931324616,-45370518.3752266,12951.091172666987,20.26273118654093,6647.326019850877,6128.501787435601,1.0846575966542016,0.5721247989250926,889.7758609449436,0.0,0.0,,,,1881.7781759386746,,1.5482567061295378,-1.8958409051522587,3.0,30.0,3373.8,2.1673,0.461403589719928,-1694800.0,0,0,0,20.265,6632.1,5678.986544986567,1.1678316100000001,1.1345,1253.2,0.0,0.0,,0.0,0.0,1851.6,0.0,-1.02938,1.5465
18,throat,3.0,2269907.2147850837,3283.4917956900745,1.6953623477213866,0.5898444078010977,-2074346.7668585817,-3413238.8437269283,-44599148.377522215,12951.091172660115,20.390343825271913,6389.218187361941,5905.407430061302,1.0819267363057483,0.5670299709353499,871.3162086362383,871.3162086362383,1.0,,,,,,1.5046270368813546,-1.9080591710541248,3.0,17.329,3200.3,1.3359,0.7485590238790328,-2430300.0,0,0,0,20.512,6092.4,5250.055478722952,1.16044488,1.134,1212.9,1029.0,1.0,1.0,123.63914373088686,232.6605504587156,0.0,0.65503,-1.02332,1.4581
18,exit,3.0,101325.0000060423,2303.802536875689,0.11278936577242078,8.8660840776225,-5536676.428450603,-6435032.397669274,-35373433.127394155,12951.091172686523,21.3221492690911,2774.0244378428156,2561.672957595144,1.0828956247588386,0.541330326020609,697.3573902237672,2771.978903911628,3.974976020576994,4.724765423561696,282.6631830351474,315.7106259825111,,1.473063583877999,1.043729994377551,-2.0004340653134065,3.0,1.0132,2303.6,0.1128,8.865248226950355,-5537300.0,0,0,0,21.322,2770.3,2346.452996351276,1.1806330680000001,1.1787,1029.0,2772.2289,2.6941,5.1814,282.5891946992864,315.6167176350662,0.0,1.4972,-1.00164,1.0434
19,chamber,3.5,3000000.000000004,3443.6320925234386,2.2726094111326716,0.4400228191880974,-1551506.9280191464,-2871575.3855834403,-44275641.82460984,12406.70714776709,21.689746573286662,8127.533116730615,7384.374417807122,1.100639357767585,0.6427308586885809,921.1127690234292,0.0,0.0,,,,1828.0873265721584,,1.822044051417806,-1.7124420632507271,3.5,30.0,3445.4,2.2718,0.44017959327405587,-1551500.0,0,0,0,21.693,8112.8,6897.388283623966,1.176213324,1.1258,1219.3,0.0,0.0,,0.0,0.0,1814.5,0.0,-1.04478,1.8204
19,throat,3.5,2192427.171720274,3352.706513379691,1.7196140070143073,0.581525851685901,-1958351.5886514194,-3233304.6669453625,-43554399.45252917,12406.70714775655,21.864297164909047,8070.645389431538,7355.179043385101,1.0972738177855634,0.6382198329752741,902.0534023438258,902.0534023438258,1.0,,,,,,1.7985297814888437,-1.719272515663226,3.5,17.403,3289.6,1.3995,0.7145409074669525,-2249300.0,0,0,0,21.995,7996.8,6848.549190503592,1.167663366,1.1223,1181.4,1015.4,1.0,1.0,120.42813455657493,227.72680937818552,0.0,0.65106,-1.04042,1.7778
19,exit,3.5,101325.00001482187,2598.317019166225,0.10981699526084966,9.106058653532521,-5302120.690964654,-6224792.084168806,-37538679.02476445,12406.707147746043,23.414196955804922,5699.467990759258,5329.420953815771,1.0694347547604661,0.5750957551978856,728.4397035268099,2738.836892896511,3.7598676728302594,5.157360585916616,279.2836384388666,313.6362857689728,,1.4981980636735208,1.392060378307431,-1.8595768532363497,3.5,1.0132,2598.9,0.1098,9.107468123861567,-5303200.0,0,0,0,23.416,5683.8,5007.860582486522,1.134975686,1.1173,1015.4,2739.24458,2.6977,5.4971,279.2252803261977,313.5677879714577,0.0,1.5096,-1.01582,1.3904
20,chamber,4.0,3000000.000000007,3442.376376876284,2.3928872179381937,0.4179051952400998,-1436918.145199956,-2690633.7309202584,-42559161.53405668,11945.888214051794,22.829348242255143,8153.398954762665,7335.048443946758,1.1115671582907198,0.7073310357036521,941.6963118359082,0.0,0.0,,,,1775.112755865996,,1.879125730237102,-1.5714949608918745,4.0,30.0,3444.2,2.392,0.4180602006688963,-1436900.0,0,0,0,22.833,8140.000000000001,6914.320649491461,1.177266779,1.1237,1187.1,0.0,0.0,,0.0,0.0,1769.7,0.0,-1.04767,1.8776
20,throat,4.0,2121999.1231751223,3344.6757399887524,1.757671852439116,0.5689344109438306,-1862907.3520584204,-3070185.6732253837,-41818029.85417048,11945.888214038478,23.03460678652787,8156.320272896547,7359.614288680123,1.1082537688750678,0.7056940127756187,923.0217131797749,923.0217131797749,1.0,,,,,,1.8618030637279803,-1.5704451912750552,4.0,17.419,3292.6,1.4733,0.6787483879725785,-2098900.0,0,0,0,23.155,8135.099999999999,6958.734290788429,1.1690488039999998,1.1198,1150.7,990.97,1.0,1.0,117.28848114169213,222.0387359836901,0.0,0.6502,-1.04398,1.8494
20,exit,4.0,101325.0000000262,2639.71405392126,0.11420333638236695,8.756311607673842,-5014008.7578506945,-5901242.031498475,-36547737.76305541,11945.888214051736,24.737354285311696,7195.64803921584,6636.418987491245,1.0842666885226304,0.6944373583458375,784.9381700417523,2674.7301219565084,3.407567913042418,5.311179202983883,272.7465670699483,306.57151809603926,,1.506794491289445,1.6117805618034349,-1.561359963561542,4.0,1.0132,2640.6,0.11418,8.758101243650376,-5015100.0,0,0,0,24.74,7183.5,6333.114323158081,1.134276066,1.1066,990.97,2675.123515,2.6995,5.5501,272.69113149847095,306.50356778797146,0.0,1.5116,-1.02501,1.6105
21,chamber,1.0,3500000.0000000065,1220.182004874222,4.581571467342434,0.21826572108020734,-2983866.710594467,-3747796.734375194,-20644371.499120828,14473.664353332952,13.280218542349091,13138.51440536404,11157.837581165828,1.1775143982684915,0.659559710391263,709.8291803272158,0.0,0.0,,,,1356.9208494997592,,2.3765578056466357,-1.7853037105161687,1.0,35.0,1222.0,4.5729,0.21867961249972667,-2984000.0,0,0,0,13.208,13878.0,10688.391763300726,1.298417976,1.1604,942.4,0.0,0.0,,0.0,0.0,1367.9,0.0,-1.11894,2.387
21,throat,1.0,2538907.766104707,1177.5112600582522,3.4851620271321826,0.28693070572184126,-3223347.180080684,-3951837.777171771,-20266249.93043289,14473.66435333203,13.43925836970647,13984.767107869935,11899.626468693494,1.1752274026972358,0.6574780762979444,692.0741263597339,692.0741263597339,1.0,,,,,,2.4544746569043343,-1.7874777046781203,1.0,20.108,1153.6,2.8302,0.3533319200056533,-3392600.0,0,0,0,13.111,15368.0,11914.1249225954,1.289897504,1.1504,904.06,749.13,1.0,1.0,92.15698267074413,172.26299694189603,0.0,0.66092,-1.12126,2.5077
21,exit,1.0,101325.0000439806,877.1243041811123,0.20932704810295608,4.777213499462128,-5132138.39252128,-5616189.550564385,-17827341.167627927,14473.664353604876,15.066211736938149,20497.371597194393,17844.88994772099,1.1486409642897326,0.6454829831058259,558.9693958254718,2072.8104987802494,3.708271891557096,5.5589227367707865,211.36784720370866,235.1806759134969,,1.5275839409088667,2.9245623611379092,-1.7795061904852956,1.0,1.0133,883.75,0.20294,4.927564797477086,-5172400.0,0,0,0,12.669,17857.0,14369.712711001892,1.2426831600000001,1.124,749.13,2092.095351,2.7927,6.0266,213.26197757390415,237.5840978593272,0.0,1.5294,-1.10559,2.6123
22,chamber,1.5,3500000.000000007,1669.4470650196315,3.3728291131409343,0.29648700436790104,-2468217.187704815,-3505921.7029924705,-27033200.727652572,14714.442916259155,13.376211638862943,2850.0021666105117,2533.405552102259,1.124968785295957,0.5630109648891671,764.3552972420277,0.0,0.0,,,,1607.9071602063646,,1.0088217014459873,-1.9981294423234108,1.5,35.0,1669.3,3.373,0.2964719833975689,-2468300.0,0,0,0,13.376,2851.3,2219.084898278951,1.2848990150000001,1.2835,1154.1,0.0,0.0,,0.0,0.0,1533.5,0.0,-1.00109,1.0091
22,throat,1.5,2662728.9428785243,1571.9807697400627,2.7259683059527755,0.3668421227848729,-2743530.666104359,-3720331.8039106377,-25874351.96788298,14714.442916247286,13.38058980542631,2869.896267202723,2549.3393064696475,1.1257411910292106,0.5637124884012211,742.0478421678223,742.0478421678223,1.0,,,,,,1.0149942746469116,-1.997013041563072,1.5,19.22,1463.9,2.1146,0.47290267662914975,-3050800.0,0,0,0,13.391,2960.0,2301.6571449339663,1.2860299400000001,1.2818,1079.4,794.86,1.0,1.0,110.03058103975536,195.86136595310907,0.0,0.70388,-1.0033,1.0314
22,exit,1.5,101325.00000001112,951.720913051351,0.1841827057588303,5.429391407190014,-5101369.631834112,-5651502.7161677005,-19105412.67908918,14714.442916207588,14.383879428130943,13673.289728944186,12120.17839828889,1.128142613055478,0.6070211802650683,577.8775252205586,2294.8431075475714,3.9711582599992936,4.785759395028453,234.00887230069102,258.45410010495493,,1.4272236384923138,2.234612882362728,-1.8584897030493253,1.5,1.0133,952.32,0.18412,5.431240495329133,-5101900.0,0,0,0,14.388,13681.0,11009.46948282088,1.242657516,1.1481,794.86,2294.9992780000002,2.8873,5.4014,233.94495412844034,258.38939857288483,0.0,1.4966,-1.08236,2.2367
23,chamber,2.0,3499999.9999999944,2546.6283391768716,2.6468566517348395,0.3778066331414533,-2124450.8401249903,-3446774.056120075,-38264125.3950203,14191.185262069484,16.01261013365924,2940.911642177435,2670.2589140850346,1.101358234089124,0.5503152292095667,853.0501765426617,0.0,0.0,,,,1829.2097166732076,,1.0213596879024878,-2.0013224705248227,2.0,35.0,2546.6,2.6468,0.37781471966147806,-2124500.0,0,0,0,16.012,2939.2999999999997,2398.3259679847756,1.22556318,1.2244,1272.4,0.0,0.0,,0.0,0.0,1757.1,0.0,-1.00095,1.0212
23,throat,2.0,2674789.1712236577,2424.6323108139777,2.125979419326761,0.4703714395865001,-2471341.069612153,-3729485.502671006,-36879747.38607299,14191.185262605663,16.023211788186092,2849.7446464905747,2582.834726306827,1.1033399146547018,0.5514113951122182,832.9196702477694,832.9196702477694,1.0,,,,,,1.0145112051911498,-2.000937819629499,2.0,19.51,2285.5,1.6459,0.6075703262652652,-2856800.0,0,0,0,16.031,2763.2,2235.6985884110454,1.2359447799999999,1.2355,1210.2,906.54,1.0,1.0,123.36391437308869,223.2110091743119,0.0,0.68873,-1.00036,1.0087
23,exit,2.0,101325.0000001122,1265.7681465662959,0.15446209721546997,6.474080166120173,-5511060.5984432995,-6167046.771276153,-23473810.86519452,14191.185262071534,16.04329843177376,2569.514515568574,2310.158647805285,1.112267557039723,0.5561549595003948,604.011558982669,2602.5409730946826,4.308760212268318,4.404967127176548,265.3853225204002,291.0878856247516,,1.422767957863211,1.000424929375895,-1.9999238306512543,2.0,1.0133,1265.6,0.15447,6.473748948015796,-5511000.0,0,0,0,16.043,2569.7000000000003,2050.9196393258485,1.252950116,1.2529,906.54,2602.495032,2.8708,4.9548,265.2905198776758,290.9785932721712,0.0,1.4811,-1.00004,1.0004
24,chamber,2.5,3500000.000000003,3123.9083838118836,2.4794871266239937,0.40330921232149103,-1878903.4491452118,-3290485.6922704317,-44096805.34484622,13514.449435993223,18.400358609098287,4116.873065976967,3804.7835340854554,1.08202556836562,0.5418499295207534,874.5660289252878,0.0,0.0,,,,1902.2816654067628,,1.1743969184224772,-1.99691004725724,2.5,35.0,3124.6,2.4791,0.40337219152111653,-1878900.0,0,0,0,18.401,4108.7,3491.8078666490446,1.176668407,1.1663,1283.2,0.0,0.0,,0.0,0.0,1848.4,0.0,-1.00889,1.1735
24,throat,2.5,2683644.2309327377,3017.0660348053484,1.9751701919703275,0.5062854857091843,-2246755.9366834937,-3605446.0596119254,-43020742.30900256,13514.449435956636,18.462843248482386,3863.0492691455347,3568.6957001934256,1.0824821149464088,0.5414632693954192,857.7183663977894,857.7183663977894,1.0,,,,,,1.1431223494213159,-1.99917921700409,2.5,19.92,2897.6,1.5316,0.6529119874640898,-2643200.0,0,0,0,18.524,3588.2999999999997,3037.1947447882235,1.181452064,1.1752,1236.3,980.8,1.0,1.0,126.02446483180427,233.26197757390418,0.0,0.66884,-1.00532,1.111
24,exit,2.5,101325.00001433422,1764.3726749738896,0.12926827147435363,7.735850325796276,-5711505.387371392,-6495340.421743587,-29556030.689794064,13514.449436129209,18.715431190583466,2403.603966418643,2180.963005984975,1.1020837858426296,0.5510160164034764,657.1952968161359,2768.6104594999206,4.212766696464198,4.733642284424092,282.3196972972341,311.1893885892599,,1.4554156252711985,1.0011762869653633,-2.000093922924445,2.5,1.0133,1764.2,0.12928,7.735148514851485,-5711600.0,0,0,0,18.715,2403.5,1958.126009324952,1.2274490960000002,1.2274,980.8,2768.6022399999997,2.8228,5.2902,282.2222222222222,311.0805300713557,0.0,1.4979,-1.00004,1.0012
25,chamber,3.0,3499999.9999999995,3389.905468276851,2.520419734039693,0.39675931214727245,-1694742.9063987187,-3083400.4989141724,-45383475.66546067,12887.891172159943,20.296754539760656,6480.706834170026,5975.870202244462,1.0844791829206655,0.5712961179492152,890.693376962455,0.0,0.0,,,,1885.1984813824706,,1.5295075005518763,-1.898278578915653,3.0,35.0,3391.3,2.5196,0.3968883949833307,-1694800.0,0,0,0,20.299,6465.8,5536.49682158133,1.1678503949999999,1.1355,1255.9,0.0,0.0,,0.0,0.0,1854.2,0.0,-1.02849,1.5278
25,throat,3.0,2649337.0741912164,3299.6600956072607,1.9721664317419705,0.5070565972044876,-2075075.3957687053,-3418439.237455797,-44600735.61304907,12887.891172152402,20.42253905173138,6225.776509590684,5755.020685856202,1.081799154065846,0.5662269344322708,872.1518158587071,872.1518158587071,1.0,,,,,,1.4863246568673858,-1.9105399059663513,3.0,20.209,3214.8,1.5532,0.6438320885912954,-2433300.0,0,0,0,20.543,5932.1,5111.110502819947,1.160628399,1.1351,1215.3,1018.9,1.0,1.0,123.88379204892965,233.01732925586137,0.0,0.65542,-1.02249,1.4402
25,exit,3.0,101325.00000393728,2250.682472231706,0.11555267617819505,8.654061793063875,-5680604.409708089,-6557477.22092436,-34687155.17495356,12887.891172175649,21.34085472982904,2650.1093867743944,2442.696409796565,1.0849114839429035,0.5422582621184675,689.5589363564727,2823.4239863362254,4.094536141108953,5.272050282375243,287.90912149778217,319.5785210144419,,1.497679960078117,1.0320502393487776,-2.0007283608818156,3.0,1.0133,2250.4,0.11556,8.653513326410524,-5681200.0,0,0,0,21.341,2647.3,2233.0714194375882,1.185497238,1.1841,1018.9,2823.47379,2.7711,5.7847,287.82874617737,319.48012232415897,0.0,1.5228,-1.00118,1.0318
26,chamber,3.5,3500000.0000000084,3464.238258754571,2.6408952926476177,0.3786594655168833,-1551506.9262655163,-2876815.0555746113,-44326794.31183552,12347.674781742106,21.733270071924167,7960.346688382846,7233.870282330293,1.1004270712217594,0.6422191122352623,922.5715203945236,0.0,0.0,,,,1831.8414262038025,,1.8038284109301115,-1.7134760555345216,3.5,35.0,3466.0,2.64,0.3787878787878788,-1551500.0,0,0,0,21.737,7945.9,6755.6740847888705,1.1761816660000002,1.1266,1222.1,0.0,0.0,,0.0,0.0,1817.7,0.0,-1.04401,1.8022
26,throat,3.5,2558618.7353020804,3372.0609965706963,1.999186302089504,0.5002035072743459,-1959536.7052607054,-3239366.770436657,-43596649.23507627,12347.67478173126,21.906717043926516,7903.858022606742,7204.542375151985,1.0970659357722226,0.6376400207268569,903.3664092081623,903.3664092081623,1.0,,,,,,1.7804786129391252,-1.7205098489923172,3.5,20.299,3307.8,1.6265,0.6148170919151552,-2252300.0,0,0,0,22.037,7830.5,6706.782542076741,1.1675494100000001,1.123,1183.9,1009.0,1.0,1.0,120.6829765545362,228.14475025484197,0.0,0.65131,-1.03967,1.7598
26,exit,3.5,101325.00000673575,2570.5854415050117,0.11144123429777755,8.973339233913553,-5454695.227204317,-6363918.82514105,-37195448.257589996,12347.674781742435,23.506909201062747,5307.184072450714,4966.216605512158,1.0686573893213005,0.5694327367638078,719.5426892849025,2793.9893703945263,3.8830070988161314,5.8002477202083025,284.90762598792924,318.09136153827814,,1.5252353890612798,1.3450399224191407,-1.8767052196448684,3.5,1.0133,2571.1,0.11143,8.974243919949744,-5455700.0,0,0,0,23.509,5291.9,4662.119137511607,1.135084678,1.1197,1009.0,2794.2237,2.7693,6.1841,284.85219164118246,318.0224260958206,0.0,1.5373,-1.01374,1.3434
27,chamber,4.0,3500000.0000000084,3463.2523572019263,2.780542559703736,0.359642040547133,-1436918.1451411392,-2695665.2870561075,-42614308.63097159,11889.803640846721,22.875986210685426,7996.401508772705,7194.306414446668,1.1114902602306977,0.7076012575984428,943.764303530006,0.0,0.0,,,,1778.7162728081153,,1.8618482600932782,-1.570786157168559,4.0,35.0,3465.0,2.7795,0.3597769382982551,-1436900.0,0,0,0,22.88,7983.3,6782.063526128619,1.1771196140000002,1.1243,1189.8,0.0,0.0,,0.0,0.0,1772.8,0.0,-1.04698,1.8604
27,throat,4.0,2475429.915505443,3364.138001600895,2.0426153597059624,0.48956843257261684,-1864693.9902894944,-3076586.3339668596,-41863634.249991596,11889.803640833929,23.080432682447857,8000.014849157908,7219.036099666272,1.108183244786342,0.7059556950031486,924.9552971629217,924.9552971629217,1.0,,,,,,1.8447671467027211,-1.5697631630854674,4.0,20.318,3311.3,1.7121,0.5840780328251854,-2101800.0,0,0,0,23.2,7979.5,6825.751106032365,1.169028855,1.1205,1153.1,984.87,1.0,1.0,117.5433231396534,222.44648318042812,0.0,0.65043,-1.04331,1.8325
27,exit,4.0,101325.0000000158,2618.8731004670817,0.11565728004232254,8.646234803672275,-5161474.081609965,-6037553.823092195,-36299361.005497746,11889.803640479668,24.854498357284857,6956.894155854492,6421.381300160782,1.0833952744217668,0.6943297053072617,779.9283228149999,2729.306115652411,3.4994319808793586,5.985247504900552,278.3117696310576,311.0436318112461,,1.5344246619746553,1.5804507051429275,-1.5603470024983763,4.0,1.0133,2619.7,0.11563,8.648274669203493,-5162600.0,0,0,0,24.857,6945.2,6130.3360047032465,1.1329232189999998,1.1069,984.87,2729.665692,2.7716,6.2546,278.2568807339449,310.9785932721712,0.0,1.5397,-1.02351,1.5792
